CE;Naturaleza;Denom. Genérica Centro;Cód. RCD Centro;Centro;Domicilio;coordenadas;Cód. Postal;Provincia;Municipio;Enseñanza (agrupada);Enseñanza;Modalidad;Curso;Sexo;Edad;Nº Alumnos
2019/2020;Centro público;Escuela de Educación Infantil;50018647;DE ONTINAR DE SALZ;CL. Sol, 15 - C;;50810;Zaragoza;Zuera;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018647;DE ONTINAR DE SALZ;CL. Sol, 15 - C;;50810;Zaragoza;Zuera;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;50018647;DE ONTINAR DE SALZ;CL. Sol, 15 - C;;50810;Zaragoza;Zuera;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;50018659;RENACUAJOS;PARAJE DEL BERGEL (POLÍGONO 1, PARCELAS 157-159-164-190-226);;50195;Zaragoza;Pastriz;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;50018659;RENACUAJOS;PARAJE DEL BERGEL (POLÍGONO 1, PARCELAS 157-159-164-190-226);;50195;Zaragoza;Pastriz;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018659;RENACUAJOS;PARAJE DEL BERGEL (POLÍGONO 1, PARCELAS 157-159-164-190-226);;50195;Zaragoza;Pastriz;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;11
2019/2020;Centro público;Escuela de Educación Infantil;50018659;RENACUAJOS;PARAJE DEL BERGEL (POLÍGONO 1, PARCELAS 157-159-164-190-226);;50195;Zaragoza;Pastriz;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018659;RENACUAJOS;PARAJE DEL BERGEL (POLÍGONO 1, PARCELAS 157-159-164-190-226);;50195;Zaragoza;Pastriz;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;6
2019/2020;Centro público;Escuela de Educación Infantil;50018659;RENACUAJOS;PARAJE DEL BERGEL (POLÍGONO 1, PARCELAS 157-159-164-190-226);;50195;Zaragoza;Pastriz;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;50018660;DE UNCASTILLO;CL. ERAS, S/N;;50678;Zaragoza;Uncastillo;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018660;DE UNCASTILLO;CL. ERAS, S/N;;50678;Zaragoza;Uncastillo;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018672;LA ESTRELLA;CL. DINAMARCA ESQ.CL. MIGUEL, S/N SERVET;;50180;Zaragoza;Utebo;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;50018672;LA ESTRELLA;CL. DINAMARCA ESQ.CL. MIGUEL, S/N SERVET;;50180;Zaragoza;Utebo;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;15
2019/2020;Centro público;Escuela de Educación Infantil;50018672;LA ESTRELLA;CL. DINAMARCA ESQ.CL. MIGUEL, S/N SERVET;;50180;Zaragoza;Utebo;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;19
2019/2020;Centro público;Escuela de Educación Infantil;50018672;LA ESTRELLA;CL. DINAMARCA ESQ.CL. MIGUEL, S/N SERVET;;50180;Zaragoza;Utebo;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;50018672;LA ESTRELLA;CL. DINAMARCA ESQ.CL. MIGUEL, S/N SERVET;;50180;Zaragoza;Utebo;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;6
2019/2020;Centro público;Escuela de Educación Infantil;50018672;LA ESTRELLA;CL. DINAMARCA ESQ.CL. MIGUEL, S/N SERVET;;50180;Zaragoza;Utebo;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;18
2019/2020;Centro público;Escuela de Educación Infantil;50018684;LOS ZAGALES;CL. ESCUELAS, S/N;;50174;Zaragoza;Villafranca de Ebro;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018684;LOS ZAGALES;CL. ESCUELAS, S/N;;50174;Zaragoza;Villafranca de Ebro;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;50018684;LOS ZAGALES;CL. ESCUELAS, S/N;;50174;Zaragoza;Villafranca de Ebro;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018684;LOS ZAGALES;CL. ESCUELAS, S/N;;50174;Zaragoza;Villafranca de Ebro;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;50018714;GARNACHICA;PARAJE LALOZ;;50570;Zaragoza;Ainzón;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018714;GARNACHICA;PARAJE LALOZ;;50570;Zaragoza;Ainzón;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;50018714;GARNACHICA;PARAJE LALOZ;;50570;Zaragoza;Ainzón;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;50018714;GARNACHICA;PARAJE LALOZ;;50570;Zaragoza;Ainzón;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;50018714;GARNACHICA;PARAJE LALOZ;;50570;Zaragoza;Ainzón;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;50018726;LA SOLANA;CL. LA SOLANA, S/N;;50200;Zaragoza;Ateca;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018726;LA SOLANA;CL. LA SOLANA, S/N;;50200;Zaragoza;Ateca;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;50018726;LA SOLANA;CL. LA SOLANA, S/N;;50200;Zaragoza;Ateca;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;50018726;LA SOLANA;CL. LA SOLANA, S/N;;50200;Zaragoza;Ateca;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018726;LA SOLANA;CL. LA SOLANA, S/N;;50200;Zaragoza;Ateca;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;50018738;DE LECIÑENA;AVDA. ZARAGOZA, 84;;50160;Zaragoza;Leciñena;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;50018738;DE LECIÑENA;AVDA. ZARAGOZA, 84;;50160;Zaragoza;Leciñena;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;8
2019/2020;Centro público;Escuela de Educación Infantil;50018738;DE LECIÑENA;AVDA. ZARAGOZA, 84;;50160;Zaragoza;Leciñena;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018738;DE LECIÑENA;AVDA. ZARAGOZA, 84;;50160;Zaragoza;Leciñena;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;50018738;DE LECIÑENA;AVDA. ZARAGOZA, 84;;50160;Zaragoza;Leciñena;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;50018741;DE PERDIGUERA;CL. DEL PASO, 4;;50161;Zaragoza;Perdiguera;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;50018741;DE PERDIGUERA;CL. DEL PASO, 4;;50161;Zaragoza;Perdiguera;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018751;DE BUJARALOZ;CL. SANTA MARÍA, 27;;50177;Zaragoza;Bujaraloz;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018751;DE BUJARALOZ;CL. SANTA MARÍA, 27;;50177;Zaragoza;Bujaraloz;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;7
2019/2020;Centro público;Escuela de Educación Infantil;50018751;DE BUJARALOZ;CL. SANTA MARÍA, 27;;50177;Zaragoza;Bujaraloz;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;50018763;DE COSUENDA;CL. ESCUELAS, S/N;;50409;Zaragoza;Cosuenda;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018763;DE COSUENDA;CL. ESCUELAS, S/N;;50409;Zaragoza;Cosuenda;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018763;DE COSUENDA;CL. ESCUELAS, S/N;;50409;Zaragoza;Cosuenda;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018763;DE COSUENDA;CL. ESCUELAS, S/N;;50409;Zaragoza;Cosuenda;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018775;DE ILLUECA;CL. SAN JUAN BAUTISTA, S/N;;50250;Zaragoza;Illueca;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;50018775;DE ILLUECA;CL. SAN JUAN BAUTISTA, S/N;;50250;Zaragoza;Illueca;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018775;DE ILLUECA;CL. SAN JUAN BAUTISTA, S/N;;50250;Zaragoza;Illueca;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;50018775;DE ILLUECA;CL. SAN JUAN BAUTISTA, S/N;;50250;Zaragoza;Illueca;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;9
2019/2020;Centro público;Escuela de Educación Infantil;50018775;DE ILLUECA;CL. SAN JUAN BAUTISTA, S/N;;50250;Zaragoza;Illueca;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;50018787;ARCO-IRIS;CL. LA VÍA, S/N;;50520;Zaragoza;Magallón;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;50018787;ARCO-IRIS;CL. LA VÍA, S/N;;50520;Zaragoza;Magallón;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;50018787;ARCO-IRIS;CL. LA VÍA, S/N;;50520;Zaragoza;Magallón;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;50018787;ARCO-IRIS;CL. LA VÍA, S/N;;50520;Zaragoza;Magallón;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;50018787;ARCO-IRIS;CL. LA VÍA, S/N;;50520;Zaragoza;Magallón;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;50018799;DE PEDROLA;CL. LAS MONJAS, S/N;;50690;Zaragoza;Pedrola;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;50018799;DE PEDROLA;CL. LAS MONJAS, S/N;;50690;Zaragoza;Pedrola;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;8
2019/2020;Centro público;Escuela de Educación Infantil;50018799;DE PEDROLA;CL. LAS MONJAS, S/N;;50690;Zaragoza;Pedrola;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;19
2019/2020;Centro público;Escuela de Educación Infantil;50018799;DE PEDROLA;CL. LAS MONJAS, S/N;;50690;Zaragoza;Pedrola;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;50018799;DE PEDROLA;CL. LAS MONJAS, S/N;;50690;Zaragoza;Pedrola;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;8
2019/2020;Centro público;Escuela de Educación Infantil;50018799;DE PEDROLA;CL. LAS MONJAS, S/N;;50690;Zaragoza;Pedrola;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;12
2019/2020;Centro público;Escuela de Educación Infantil;50018805;POMPITAS;Cl. SIERRA DE ALCUBIERRE, 1;;50840;Zaragoza;San Mateo de Gállego;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;50018805;POMPITAS;Cl. SIERRA DE ALCUBIERRE, 1;;50840;Zaragoza;San Mateo de Gállego;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;12
2019/2020;Centro público;Escuela de Educación Infantil;50018805;POMPITAS;Cl. SIERRA DE ALCUBIERRE, 1;;50840;Zaragoza;San Mateo de Gállego;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;15
2019/2020;Centro público;Escuela de Educación Infantil;50018805;POMPITAS;Cl. SIERRA DE ALCUBIERRE, 1;;50840;Zaragoza;San Mateo de Gállego;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018805;POMPITAS;Cl. SIERRA DE ALCUBIERRE, 1;;50840;Zaragoza;San Mateo de Gállego;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;6
2019/2020;Centro público;Escuela de Educación Infantil;50018805;POMPITAS;Cl. SIERRA DE ALCUBIERRE, 1;;50840;Zaragoza;San Mateo de Gállego;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;14
2019/2020;Centro público;Escuela de Educación Infantil;50018878;EL BOSQUE;Pº. ECHEGARAY Y CABALLERO, 5;;50003;Zaragoza;Zaragoza;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;7
2019/2020;Centro público;Escuela de Educación Infantil;50018878;EL BOSQUE;Pº. ECHEGARAY Y CABALLERO, 5;;50003;Zaragoza;Zaragoza;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;8
2019/2020;Centro público;Escuela de Educación Infantil;50018878;EL BOSQUE;Pº. ECHEGARAY Y CABALLERO, 5;;50003;Zaragoza;Zaragoza;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;17
2019/2020;Centro público;Escuela de Educación Infantil;50018878;EL BOSQUE;Pº. ECHEGARAY Y CABALLERO, 5;;50003;Zaragoza;Zaragoza;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;7
2019/2020;Centro público;Escuela de Educación Infantil;50018878;EL BOSQUE;Pº. ECHEGARAY Y CABALLERO, 5;;50003;Zaragoza;Zaragoza;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;16
2019/2020;Centro público;Escuela de Educación Infantil;50018878;EL BOSQUE;Pº. ECHEGARAY Y CABALLERO, 5;;50003;Zaragoza;Zaragoza;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;19
2019/2020;Centro público;Escuela de Educación Infantil;50018881;EL ANDÉN;CL. SAN PEDRO ARBUÉS, 4;;50010;Zaragoza;Zaragoza;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;8
2019/2020;Centro público;Escuela de Educación Infantil;50018881;EL ANDÉN;CL. SAN PEDRO ARBUÉS, 4;;50010;Zaragoza;Zaragoza;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;13
2019/2020;Centro público;Escuela de Educación Infantil;50018881;EL ANDÉN;CL. SAN PEDRO ARBUÉS, 4;;50010;Zaragoza;Zaragoza;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;23
2019/2020;Centro público;Escuela de Educación Infantil;50018881;EL ANDÉN;CL. SAN PEDRO ARBUÉS, 4;;50010;Zaragoza;Zaragoza;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;6
2019/2020;Centro público;Escuela de Educación Infantil;50018881;EL ANDÉN;CL. SAN PEDRO ARBUÉS, 4;;50010;Zaragoza;Zaragoza;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;11
2019/2020;Centro público;Escuela de Educación Infantil;50018881;EL ANDÉN;CL. SAN PEDRO ARBUÉS, 4;;50010;Zaragoza;Zaragoza;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;13
2019/2020;Centro público;Escuela de Educación Infantil;50018891;LAS HABLILLAS;CL. TRAJANO, S/N;;50410;Zaragoza;Cuarte de Huerva;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;6
2019/2020;Centro público;Escuela de Educación Infantil;50018891;LAS HABLILLAS;CL. TRAJANO, S/N;;50410;Zaragoza;Cuarte de Huerva;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;29
2019/2020;Centro público;Escuela de Educación Infantil;50018891;LAS HABLILLAS;CL. TRAJANO, S/N;;50410;Zaragoza;Cuarte de Huerva;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;37
2019/2020;Centro público;Escuela de Educación Infantil;50018891;LAS HABLILLAS;CL. TRAJANO, S/N;;50410;Zaragoza;Cuarte de Huerva;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;50018891;LAS HABLILLAS;CL. TRAJANO, S/N;;50410;Zaragoza;Cuarte de Huerva;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;26
2019/2020;Centro público;Escuela de Educación Infantil;50018891;LAS HABLILLAS;CL. TRAJANO, S/N;;50410;Zaragoza;Cuarte de Huerva;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;33
2019/2020;Centro público;Escuela de Educación Infantil;50018908;PALMAS PALMITAS;AVDA. RÍO EBRO, S/N;;50430;Zaragoza;María de Huerva;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;50018908;PALMAS PALMITAS;AVDA. RÍO EBRO, S/N;;50430;Zaragoza;María de Huerva;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;19
2019/2020;Centro público;Escuela de Educación Infantil;50018908;PALMAS PALMITAS;AVDA. RÍO EBRO, S/N;;50430;Zaragoza;María de Huerva;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;21
2019/2020;Centro público;Escuela de Educación Infantil;50018908;PALMAS PALMITAS;AVDA. RÍO EBRO, S/N;;50430;Zaragoza;María de Huerva;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;50018908;PALMAS PALMITAS;AVDA. RÍO EBRO, S/N;;50430;Zaragoza;María de Huerva;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;20
2019/2020;Centro público;Escuela de Educación Infantil;50018908;PALMAS PALMITAS;AVDA. RÍO EBRO, S/N;;50430;Zaragoza;María de Huerva;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;28
2019/2020;Centro público;Escuela de Educación Infantil;50018911;LA CUEVA ENCANTADA;Pº. DE ARAGÓN, 120;;50172;Zaragoza;Alfajarín;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;50018911;LA CUEVA ENCANTADA;Pº. DE ARAGÓN, 120;;50172;Zaragoza;Alfajarín;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;50018911;LA CUEVA ENCANTADA;Pº. DE ARAGÓN, 120;;50172;Zaragoza;Alfajarín;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;15
2019/2020;Centro público;Escuela de Educación Infantil;50018911;LA CUEVA ENCANTADA;Pº. DE ARAGÓN, 120;;50172;Zaragoza;Alfajarín;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018911;LA CUEVA ENCANTADA;Pº. DE ARAGÓN, 120;;50172;Zaragoza;Alfajarín;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;9
2019/2020;Centro público;Escuela de Educación Infantil;50018911;LA CUEVA ENCANTADA;Pº. DE ARAGÓN, 120;;50172;Zaragoza;Alfajarín;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;11
2019/2020;Centro público;Escuela de Educación Infantil;50018921;Zagalines;AVDA. DE ARAGÓN, 78;;50230;Zaragoza;Alhama de Aragón;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;50018921;Zagalines;AVDA. DE ARAGÓN, 78;;50230;Zaragoza;Alhama de Aragón;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;50018921;Zagalines;AVDA. DE ARAGÓN, 78;;50230;Zaragoza;Alhama de Aragón;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018921;Zagalines;AVDA. DE ARAGÓN, 78;;50230;Zaragoza;Alhama de Aragón;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;50018933;MARGARITA;CL. BENEDICTO XIII, 3;;50300;Zaragoza;Calatayud;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;7
2019/2020;Centro público;Escuela de Educación Infantil;50018933;MARGARITA;CL. BENEDICTO XIII, 3;;50300;Zaragoza;Calatayud;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;13
2019/2020;Centro público;Escuela de Educación Infantil;50018933;MARGARITA;CL. BENEDICTO XIII, 3;;50300;Zaragoza;Calatayud;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;19
2019/2020;Centro público;Escuela de Educación Infantil;50018933;MARGARITA;CL. BENEDICTO XIII, 3;;50300;Zaragoza;Calatayud;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;50018933;MARGARITA;CL. BENEDICTO XIII, 3;;50300;Zaragoza;Calatayud;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;9
2019/2020;Centro público;Escuela de Educación Infantil;50018933;MARGARITA;CL. BENEDICTO XIII, 3;;50300;Zaragoza;Calatayud;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;10
2019/2020;Centro público;Escuela de Educación Infantil;50018957;DE LONGARES;RONDA DE LA VILLA, A-IA;;50460;Zaragoza;Longares;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;50018957;DE LONGARES;RONDA DE LA VILLA, A-IA;;50460;Zaragoza;Longares;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018957;DE LONGARES;RONDA DE LA VILLA, A-IA;;50460;Zaragoza;Longares;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018957;DE LONGARES;RONDA DE LA VILLA, A-IA;;50460;Zaragoza;Longares;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018957;DE LONGARES;RONDA DE LA VILLA, A-IA;;50460;Zaragoza;Longares;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;50018969;DE LA DELEGACIÓN ESPECIAL DE ECONOMÍA Y HACIENDA DE ARAGÓN;CL. José Luis Albareda, 18;;50004;Zaragoza;Zaragoza;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;6
2019/2020;Centro público;Escuela de Educación Infantil;50018969;DE LA DELEGACIÓN ESPECIAL DE ECONOMÍA Y HACIENDA DE ARAGÓN;CL. José Luis Albareda, 18;;50004;Zaragoza;Zaragoza;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;4
