CE;Naturaleza;Denom. Genérica Centro;Cód. RCD Centro;Centro;Cód. RCD Centro;Domicilio;Provincia;Municipio;Enseñanza (agrupada);Enseñanza (estatal);Enseñanza;Modalidad;Curso;Sexo;Edad;Nº Alumnos
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002156;JOAQUÍN COSTA;22002156;Cl. Angel Samblancat, 10;Huesca;Graus;EP;E. Primaria;E. Primaria;Total;Primero;Mujer;6 Años;28
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002156;JOAQUÍN COSTA;22002156;Cl. Angel Samblancat, 10;Huesca;Graus;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;7 Años;19
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002156;JOAQUÍN COSTA;22002156;Cl. Angel Samblancat, 10;Huesca;Graus;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;8 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002156;JOAQUÍN COSTA;22002156;Cl. Angel Samblancat, 10;Huesca;Graus;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;7 Años;16
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002156;JOAQUÍN COSTA;22002156;Cl. Angel Samblancat, 10;Huesca;Graus;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;8 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002156;JOAQUÍN COSTA;22002156;Cl. Angel Samblancat, 10;Huesca;Graus;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;8 Años;15
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002156;JOAQUÍN COSTA;22002156;Cl. Angel Samblancat, 10;Huesca;Graus;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;9 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002156;JOAQUÍN COSTA;22002156;Cl. Angel Samblancat, 10;Huesca;Graus;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;10 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002156;JOAQUÍN COSTA;22002156;Cl. Angel Samblancat, 10;Huesca;Graus;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;8 Años;16
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002156;JOAQUÍN COSTA;22002156;Cl. Angel Samblancat, 10;Huesca;Graus;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;10 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002156;JOAQUÍN COSTA;22002156;Cl. Angel Samblancat, 10;Huesca;Graus;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;9 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002156;JOAQUÍN COSTA;22002156;Cl. Angel Samblancat, 10;Huesca;Graus;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;9 Años;14
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002156;JOAQUÍN COSTA;22002156;Cl. Angel Samblancat, 10;Huesca;Graus;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;10 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002156;JOAQUÍN COSTA;22002156;Cl. Angel Samblancat, 10;Huesca;Graus;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;10 Años;13
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002156;JOAQUÍN COSTA;22002156;Cl. Angel Samblancat, 10;Huesca;Graus;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;11 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002156;JOAQUÍN COSTA;22002156;Cl. Angel Samblancat, 10;Huesca;Graus;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;10 Años;15
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002156;JOAQUÍN COSTA;22002156;Cl. Angel Samblancat, 10;Huesca;Graus;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;11 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002156;JOAQUÍN COSTA;22002156;Cl. Angel Samblancat, 10;Huesca;Graus;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;11 Años;13
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002156;JOAQUÍN COSTA;22002156;Cl. Angel Samblancat, 10;Huesca;Graus;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;12 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002156;JOAQUÍN COSTA;22002156;Cl. Angel Samblancat, 10;Huesca;Graus;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;11 Años;19
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;19
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;31
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;24
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;33
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;26
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;20
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Primero;Hombre;6 Años;29
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Primero;Hombre;7 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Primero;Mujer;6 Años;35
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;7 Años;27
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;7 Años;19
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;8 Años;27
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;9 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;8 Años;24
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;9 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;9 Años;24
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;10 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;9 Años;22
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;10 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;10 Años;34
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;11 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;12 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;10 Años;37
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;11 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;11 Años;37
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;12 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;11 Años;27
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;22002302;Cl. Fraga, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;12 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;13
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;11
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;11
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;6 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;14
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;6 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Primero;Hombre;6 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Primero;Hombre;7 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Primero;Mujer;6 Años;15
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Primero;Mujer;7 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;7 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;8 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;9 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;7 Años;16
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;8 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;9 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;8 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;9 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;8 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;9 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;10 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;9 Años;11
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;10 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;11 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;9 Años;11
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;10 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;10 Años;11
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;11 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;10 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;11 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;11 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;12 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;13 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;11 Años;10
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;12 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;22002338;Cl. PÍO XII, 1;Huesca;Huesca;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Hombre;9 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002341;SANCHO RAMÍREZ;22002341;Cl. Torre Mendoza, 1;Huesca;Huesca;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;26
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002341;SANCHO RAMÍREZ;22002341;Cl. Torre Mendoza, 1;Huesca;Huesca;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;36
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002341;SANCHO RAMÍREZ;22002341;Cl. Torre Mendoza, 1;Huesca;Huesca;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;30
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002341;SANCHO RAMÍREZ;22002341;Cl. Torre Mendoza, 1;Huesca;Huesca;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;22
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002341;SANCHO RAMÍREZ;22002341;Cl. Torre Mendoza, 1;Huesca;Huesca;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;25
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002341;SANCHO RAMÍREZ;22002341;Cl. Torre Mendoza, 1;Huesca;Huesca;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;29
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002341;SANCHO RAMÍREZ;22002341;Cl. Torre Mendoza, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Primero;Hombre;6 Años;30
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002341;SANCHO RAMÍREZ;22002341;Cl. Torre Mendoza, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Primero;Hombre;7 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002341;SANCHO RAMÍREZ;22002341;Cl. Torre Mendoza, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Primero;Mujer;6 Años;38
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002341;SANCHO RAMÍREZ;22002341;Cl. Torre Mendoza, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Primero;Mujer;7 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002341;SANCHO RAMÍREZ;22002341;Cl. Torre Mendoza, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;7 Años;34
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002341;SANCHO RAMÍREZ;22002341;Cl. Torre Mendoza, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;8 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002341;SANCHO RAMÍREZ;22002341;Cl. Torre Mendoza, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;7 Años;30
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002341;SANCHO RAMÍREZ;22002341;Cl. Torre Mendoza, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;8 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002341;SANCHO RAMÍREZ;22002341;Cl. Torre Mendoza, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;8 Años;28
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002341;SANCHO RAMÍREZ;22002341;Cl. Torre Mendoza, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;9 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002341;SANCHO RAMÍREZ;22002341;Cl. Torre Mendoza, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;8 Años;23
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002341;SANCHO RAMÍREZ;22002341;Cl. Torre Mendoza, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;9 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002341;SANCHO RAMÍREZ;22002341;Cl. Torre Mendoza, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;9 Años;23
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;22002341;SANCHO RAMÍREZ;22002341;Cl. Torre Mendoza, 1;Huesca;Huesca;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;10 Años;1
