CE;Enseñanza;Curso;Naturaleza;Denom. Genérica Centro;Centro;Nº Matriculados
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SIERRA DE SAN QUÍLEZ;46
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SIGLO XXI;43
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SOBRARBE;34
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;TIEMPOS MODERNOS;110
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;TORRE DE LOS ESPEJOS;47
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;TUBALCAÍN;71
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;VALDESPARTERA;51
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;VALLE DEL JILOCA;42
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;VEGA DEL TURIA;92
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;VIRGEN DEL PILAR;74
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ZAURÍN;43
2016/2017;Bachillerato;1;Centro público;Escuela de Arte;ESCUELA DE ARTE DE HUESCA;60
2016/2017;Bachillerato;1;Centro público;Escuela de Arte;ESCUELA DE ARTE DE TERUEL;30
2016/2017;Bachillerato;1;Centro público;Escuela de Arte;ESCUELA DE ARTE DE ZARAGOZA;137
2016/2017;Bachillerato;1;Centro privado;Centro Privado de Educación Secundaria;SALESIANOS LAVIAGA-CASTILLO;45
2016/2017;Bachillerato;1;Centro privado;Centro Privado de Educación Secundaria;SAN VALERO;101
2016/2017;Bachillerato;1;Centro privado;Centro Privado de Educación Secundaria;SANTO DOMINGO SAVIO;58
2016/2017;Bachillerato;1;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;EL BUEN PASTOR;62
2016/2017;Bachillerato;1;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;OBRA DIOCESANA SANTO DOMINGO DE SILOS;128
2016/2017;Bachillerato;1;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;PADRE ENRIQUE DE OSSÓ;53
2016/2017;Bachillerato;1;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;SALESIANO NTRA. SRA.DEL PILAR;106
2016/2017;Bachillerato;1;Centro privado;Centro Privado Integrado de Formación Profesional;LA SALLE-SANTO ANGEL;71
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ANDALÁN;66
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ÁNGEL SANZ BRIZ;47
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;AVEMPACE;87
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BAJO ARAGÓN;190
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BAJO CINCA;79
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BALTASAR GRACIÁN;29
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BENJAMÍN JARNÉS;69
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BIELLO ARAGÓN;31
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CABAÑAS;66
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CINCO VILLAS;59
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CLARA CAMPOAMOR RODRÍGUEZ;68
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;COMUNIDAD DE DAROCA;18
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CONDE ARANDA;54
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CORONA DE ARAGÓN;72
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;DOMINGO MIRAL;83
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;EL PORTILLO;72
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ELAIOS;104
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;EMILIO JIMENO;81
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;FÉLIX DE AZARA;97
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;FERNANDO LÁZARO CARRETER;27
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;FRANCÉS DE ARANDA;75
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;FRANCISCO GRANDE COVIÁN;99
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;GALLICUM;72
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;GOYA;385
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;HERMANOS ARGENSOLA;64
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ÍTACA;134
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JERÓNIMO ZURITA;90
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JOAQUÍN COSTA;47
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JOSÉ MANUEL BLECUA;1015
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JOSÉ MOR DE FUENTES;72
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JUAN DE LANUZA;64
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LA AZUCARERA;99
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LA LLITERA;30
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LEONARDO DE CHABACIER;43
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LUCAS MALLADA;168
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LUIS BUÑUEL;104
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MAR DE ARAGÓN;67
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MARTÍNEZ VARGAS;49
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MATARRAÑA;29
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MEDINA ALBAIDA;91
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MIGUEL CATALÁN;164
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MIGUEL DE MOLINOS;90
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MIGUEL SERVET;176
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MIRALBUENO;10
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MONEGROS-GASPAR LAX;35
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PABLO GARGALLO;66
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PABLO SERRANO;68
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PABLO SERRANO;77
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PEDRO CERRADA;51
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PEDRO DE LUNA;192
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PILAR LORENGAR;123
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PIRÁMIDE;130
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PIRINEOS;51
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RAMÓN J. SENDER;52
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RAMÓN PIGNATELLI;48
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RAMÓN Y CAJAL;181
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RAMÓN Y CAJAL;54
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;REYES CATÓLICOS;64
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RÍO ARBA;45
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RÍO GÁLLEGO;41
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RODANAS;48
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SALVADOR VICTORIA;20
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SAN ALBERTO MAGNO;35
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SANTA EMERENCIANA;84
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SANTIAGO HERNÁNDEZ;55
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SEGUNDO DE CHOMÓN;86
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIERRA DE GUARA;53
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIERRA DE LA VIRGEN;38
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIERRA DE SAN QUÍLEZ;57
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIGLO XXI;44
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SOBRARBE;35
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;TIEMPOS MODERNOS;91
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;TORRE DE LOS ESPEJOS;58
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;TUBALCAÍN;65
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;VALDESPARTERA;25
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;VALLE DEL JILOCA;36
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;VEGA DEL TURIA;120
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;VIRGEN DEL PILAR;78
2016/2017;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ZAURÍN;36
2016/2017;Bachillerato;2;Centro público;Escuela de Arte;ESCUELA DE ARTE DE HUESCA;47
2016/2017;Bachillerato;2;Centro público;Escuela de Arte;ESCUELA DE ARTE DE TERUEL;33
2016/2017;Bachillerato;2;Centro público;Escuela de Arte;ESCUELA DE ARTE DE ZARAGOZA;186
2016/2017;Bachillerato;2;Centro privado;Centro Privado de Educación Secundaria;SALESIANOS LAVIAGA-CASTILLO;42
2016/2017;Bachillerato;2;Centro privado;Centro Privado de Educación Secundaria;SAN VALERO;99
2016/2017;Bachillerato;2;Centro privado;Centro Privado de Educación Secundaria;SANTO DOMINGO SAVIO;45
2016/2017;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;EL BUEN PASTOR;65
2016/2017;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;OBRA DIOCESANA SANTO DOMINGO DE SILOS;119
2016/2017;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;PADRE ENRIQUE DE OSSÓ;54
2016/2017;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;SALESIANO NTRA. SRA.DEL PILAR;101
2016/2017;Bachillerato;2;Centro privado;Centro Privado Integrado de Formación Profesional;LA SALLE-SANTO ANGEL;67
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ANDALÁN;83
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ÁNGEL SANZ BRIZ;41
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;AVEMPACE;86
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BAJO ARAGÓN;187
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BAJO CINCA;48
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BALTASAR GRACIÁN;40
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BENJAMÍN JARNÉS;87
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BIELLO ARAGÓN;40
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CABAÑAS;54
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CINCO VILLAS;49
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CLARA CAMPOAMOR RODRÍGUEZ;82
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;COMUNIDAD DE DAROCA;15
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CONDE ARANDA;71
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CORONA DE ARAGÓN;78
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;DE CASTEJÓN DE SOS;21
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;DE LA PUEBLA DE ALFINDÉN;22
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;DOMINGO MIRAL;78
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;EL PORTILLO;78
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ELAIOS;101
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;EMILIO JIMENO;111
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;FÉLIX DE AZARA;92
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;FERNANDO LÁZARO CARRETER;36
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;FRANCÉS DE ARANDA;67
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;FRANCISCO GRANDE COVIÁN;114
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;GALLICUM;56
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;GOYA;319
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;HERMANOS ARGENSOLA;78
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ÍTACA;121
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JERÓNIMO ZURITA;82
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JOAQUÍN COSTA;39
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JOSÉ MANUEL BLECUA;26
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JOSÉ MOR DE FUENTES;63
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JUAN DE LANUZA;73
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LA AZUCARERA;121
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LA LLITERA;23
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LEONARDO DE CHABACIER;54
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LUCAS MALLADA;39
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LUIS BUÑUEL;79
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MAR DE ARAGÓN;79
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MARTÍNEZ VARGAS;55
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MATARRAÑA;31
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MEDINA ALBAIDA;88
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MIGUEL CATALÁN;171
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MIGUEL DE MOLINOS;83
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MIGUEL SERVET;153
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MIRALBUENO;34
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MONEGROS-GASPAR LAX;28
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PABLO GARGALLO;75
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PABLO SERRANO;57
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PABLO SERRANO;56
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PEDRO CERRADA;61
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PEDRO DE LUNA;157
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PILAR LORENGAR;111
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PIRÁMIDE;146
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PIRINEOS;34
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RAMÓN J. SENDER;45
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RAMÓN PIGNATELLI;52
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RAMÓN Y CAJAL;130
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RAMÓN Y CAJAL;53
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;REYES CATÓLICOS;73
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RÍO ARBA;43
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RÍO GÁLLEGO;77
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RODANAS;49
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SALVADOR VICTORIA;20
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SAN ALBERTO MAGNO;48
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SANTA EMERENCIANA;79
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SANTIAGO HERNÁNDEZ;54
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SEGUNDO DE CHOMÓN;73
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SIERRA DE GUARA;77
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SIERRA DE LA VIRGEN;31
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SIERRA DE SAN QUÍLEZ;60
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SIGLO XXI;32
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SOBRARBE;45
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;TIEMPOS MODERNOS;111
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;TORRE DE LOS ESPEJOS;63
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;TUBALCAÍN;53
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;VALDESPARTERA;77
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;VALLE DEL JILOCA;45
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;VEGA DEL TURIA;80
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;VIRGEN DEL PILAR;72
2017/2018;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ZAURÍN;21
2017/2018;Bachillerato;1;Centro público;Escuela de Arte;ESCUELA DE ARTE DE HUESCA;57
2017/2018;Bachillerato;1;Centro público;Escuela de Arte;ESCUELA DE ARTE DE TERUEL;34
2017/2018;Bachillerato;1;Centro público;Escuela de Arte;ESCUELA DE ARTE DE ZARAGOZA;129
2017/2018;Bachillerato;1;Centro privado;Centro Privado de Educación Secundaria;SALESIANOS LAVIAGA-CASTILLO;48
2017/2018;Bachillerato;1;Centro privado;Centro Privado de Educación Secundaria;SAN VALERO;96
2017/2018;Bachillerato;1;Centro privado;Centro Privado de Educación Secundaria;SANTO DOMINGO SAVIO;62
2017/2018;Bachillerato;1;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;EL BUEN PASTOR;60
2017/2018;Bachillerato;1;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;OBRA DIOCESANA SANTO DOMINGO DE SILOS;144
2017/2018;Bachillerato;1;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;PADRE ENRIQUE DE OSSÓ;57
2017/2018;Bachillerato;1;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;SALESIANO NTRA. SRA.DEL PILAR;90
2017/2018;Bachillerato;1;Centro privado;Centro Privado Integrado de Formación Profesional;LA SALLE-SANTO ANGEL;60
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ANDALÁN;66
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ÁNGEL SANZ BRIZ;44
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;AVEMPACE;88
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BAJO ARAGÓN;194
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BAJO CINCA;75
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BALTASAR GRACIÁN;32
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BENJAMÍN JARNÉS;73
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BIELLO ARAGÓN;21
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CABAÑAS;62
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CINCO VILLAS;67
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CLARA CAMPOAMOR RODRÍGUEZ;63
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;COMUNIDAD DE DAROCA;17
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CONDE ARANDA;45
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CORONA DE ARAGÓN;68
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;DE CASTEJÓN DE SOS;18
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;DOMINGO MIRAL;77
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;EL PORTILLO;62
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ELAIOS;85
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;EMILIO JIMENO;96
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;FÉLIX DE AZARA;77
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;FERNANDO LÁZARO CARRETER;37
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;FRANCÉS DE ARANDA;93
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;FRANCISCO GRANDE COVIÁN;100
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;GALLICUM;71
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;GOYA;328
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;HERMANOS ARGENSOLA;60
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ÍTACA;112
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JERÓNIMO ZURITA;88
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JOAQUÍN COSTA;49
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JOSÉ MANUEL BLECUA;578
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JOSÉ MOR DE FUENTES;89
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JUAN DE LANUZA;76
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LA AZUCARERA;91
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LA LLITERA;33
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LEONARDO DE CHABACIER;44
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LUCAS MALLADA;113
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LUIS BUÑUEL;90
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MAR DE ARAGÓN;55
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MARTÍNEZ VARGAS;74
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MATARRAÑA;38
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MEDINA ALBAIDA;94
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MIGUEL CATALÁN;147
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MIGUEL DE MOLINOS;68
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MIGUEL SERVET;204
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MIRALBUENO;32
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MONEGROS-GASPAR LAX;29
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PABLO GARGALLO;49
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PABLO SERRANO;70
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PABLO SERRANO;89
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PEDRO CERRADA;51
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PEDRO DE LUNA;196
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PILAR LORENGAR;112
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PIRÁMIDE;112
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PIRINEOS;39
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RAMÓN J. SENDER;39
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RAMÓN PIGNATELLI;55
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RAMÓN Y CAJAL;131
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RAMÓN Y CAJAL;64
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;REYES CATÓLICOS;57
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RÍO ARBA;40
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RÍO GÁLLEGO;59
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RODANAS;55
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SALVADOR VICTORIA;24
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SAN ALBERTO MAGNO;46
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SANTA EMERENCIANA;80
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SANTIAGO HERNÁNDEZ;57
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SEGUNDO DE CHOMÓN;92
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIERRA DE GUARA;58
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIERRA DE LA VIRGEN;38
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIERRA DE SAN QUÍLEZ;42
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIGLO XXI;44
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SOBRARBE;39
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;TIEMPOS MODERNOS;93
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;TORRE DE LOS ESPEJOS;38
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;TUBALCAÍN;67
2017/2018;Bachillerato;2;Centro público;Instituto de Educación Secundaria;VALDESPARTERA;43
