ensenanza;curso;codmodalidad;modalidad;turno;dencentro;codcentro;nombrecentro;provincia;localidad;ngrupos;nmatriculado
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50006232;JUAN XXIII;Zaragoza;Zaragoza;2;42
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50006281;TOMÁS ALVIRA;Zaragoza;Zaragoza;2;40
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50006311;BASILIO PARAÍSO;Zaragoza;Zaragoza;1;22
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50006438;LA ALMOZARA;Zaragoza;Zaragoza;2;40
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50008149;EUGENIO LÓPEZ Y LÓPEZ;Zaragoza;Zaragoza;2;32
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50008356;CESÁREO ALIERTA;Zaragoza;Zaragoza;2;45
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50008368;DOCTOR AZÚA;Zaragoza;Zaragoza;2;49
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50008371;CÉSAR AUGUSTO;Zaragoza;Zaragoza;2;48
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50008381;MARGARITA SALAS;Zaragoza;Zaragoza;2;34
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50008587;ODÓN DE BUEN;Zaragoza;Zuera;3;64
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50008666;AUGUSTA BÍLBILIS;Zaragoza;Calatayud;2;43
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50008678;RECTOR MAMÉS ESPERABÉ;Zaragoza;Ejea de los Caballeros;2;46
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50008691;RAMIRO SOLÁNS;Zaragoza;Zaragoza;2;28
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50008782;SANTA ENGRACIA;Zaragoza;Santa Engracia;1;2
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50008952;RAMÓN Y CAJAL;Zaragoza;Cuarte de Huerva;1;17
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50009208;TORRE RAMONA;Zaragoza;Zaragoza;2;39
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50009373;JOSÉ CAMÓN AZNAR;Zaragoza;Zaragoza;2;24
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50009385;ZALFONADA;Zaragoza;Zaragoza;2;24
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50009397;TENERÍAS;Zaragoza;Zaragoza;2;41
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50009403;LAS FUENTES;Zaragoza;Zaragoza;3;56
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50009415;GLORIA ARENILLAS;Zaragoza;Zaragoza;1;7
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50009452;MARÍA MOLINER;Zaragoza;Zaragoza;2;38
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50009531;RAMÓN SÁINZ DE VARANDA;Zaragoza;Zaragoza;2;41
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50009580;MIRAFLORES;Zaragoza;Zaragoza;3;70
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50009749;LA ESTRELLA;Zaragoza;Zaragoza;2;34
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50009786;ANTONIO MARTÍNEZ GARAY;Zaragoza;Casetas;1;16
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50009944;MONSALUD;Zaragoza;Zaragoza;2;41
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50010171;HERMANOS MARX;Zaragoza;Zaragoza;2;40
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50010181;HISPANIDAD;Zaragoza;Zaragoza;2;43
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50010193;PUERTA DE SANCHO;Zaragoza;Zaragoza;3;55
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50010247;SANTA ANA;Zaragoza;Mainar;0;2
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50010296;INFANTA ELENA;Zaragoza;Utebo;1;23
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50010399;RÍO EBRO;Zaragoza;Zaragoza;2;29
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50010478;CIUDAD DE ZARAGOZA;Zaragoza;Zaragoza;2;40
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50010481;CORTES DE ARAGÓN;Zaragoza;Zaragoza;3;54
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50010764;ALEJO LORÉN ALBAREDA;Zaragoza;Caspe;3;51
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50011306;MATEO VALERO;Zaragoza;Alfamén;1;16
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50011562;ANTONIO BELTRÁN MARTÍNEZ;Zaragoza;Zaragoza;1;19
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50011801;JOSÉ ANTONIO LABORDETA SUBÍAS;Zaragoza;Zaragoza;2;22
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50011847;JOSEFA AMAR Y BORBÓN;Zaragoza;Zaragoza;2;42
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50017448;GIL TARÍN;Zaragoza;Muela (La);4;82
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50017451;PARQUE EUROPA;Zaragoza;Utebo;2;42
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50017655;EL POMILLO;Zaragoza;Ainzón;1;7
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50017667;DIEGO ESCOLANO;Zaragoza;Longares;1;5
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50017679;PABLO LUNA;Zaragoza;Alhama de Aragón;1;9
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50017680;RAMÓN Y CAJAL;Zaragoza;Pina de Ebro;1;21
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50017710;MONTECANAL;Zaragoza;Zaragoza;3;74
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50017862;AGUSTINA DE ARAGÓN;Zaragoza;Zaragoza;3;44
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50017898;REINO DE ARAGÓN;Zaragoza;Puebla de Alfindén (La);2;35
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50017916;SAN ROQUE;Zaragoza;María de Huerva;3;52
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50018121;OCTAVUS;Zaragoza;Utebo;3;60
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50018143;LUCIEN BRIET;Zaragoza;Zaragoza;3;60
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50018246;VALDESPARTERA;Zaragoza;Zaragoza;3;75
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50018258;MARIE CURIE;Zaragoza;Zaragoza;3;56
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50018283;FORO ROMANO;Zaragoza;Cuarte de Huerva;3;63
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50018817;CATALINA DE ARAGÓN;Zaragoza;Zaragoza;3;50
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50018830;VADORREY-LES ALLÉES;Zaragoza;Zaragoza;2;44
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50019299;PILAR BAYONA;Zaragoza;Cuarte de Huerva;3;63
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50019317;FLORIÁN REY;Zaragoza;Almunia de Doña Godina (La);2;38
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50019731;FIGUERUELAS;Zaragoza;Figueruelas;1;10
Educación Infantil;1;;Educación Infantil;Diurno;Colegio de Educación Infantil y Primaria;50019792;MARÍA ZAMBRANO;Zaragoza;Zaragoza;4;98
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil y Primaria;22003252;SANTA ANA;Huesca;Monzón;2;30
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil y Primaria;22003276;MINTE;Huesca;Monzón;1;20
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil y Primaria;22003860;SANTA ANA;Huesca;Sabiñánigo;1;19
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil y Primaria;50005483;VIRGEN DE GUADALUPE;Zaragoza;Zaragoza;1;12
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil y Primaria;50006815;LA SALLE FRANCISCANAS;Zaragoza;Zaragoza;3;65
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil y Primaria;50008605;NTRA. SRA. DEL PILAR;Zaragoza;Zuera;1;21
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;22000767;SAN VICENTE DE PAÚL;Huesca;Barbastro;1;21
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;22000779;SAN JOSÉ DE CALASANZ;Huesca;Barbastro;1;20
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;22001085;VIRGEN DEL ROMERAL;Huesca;Binéfar;1;9
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;22001899;SANTA ANA;Huesca;Fraga;2;44
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;22002417;SANTA ANA;Huesca;Huesca;2;44
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;22002430;SAN BERNARDO;Huesca;Huesca;2;42
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;22002466;SANTA ROSA - ALTOARAGÓN;Huesca;Huesca;2;43
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;22002478;SAN VIATOR;Huesca;Huesca;2;41
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;22002703;ESCUELAS PÍAS;Huesca;Jaca;2;40
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;44000261;SAN VALERO;Teruel;Alcañiz;1;14
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;44000271;LA INMACULADA;Teruel;Alcañiz;1;19
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;44003041;LA SALLE-SAN JOSÉ;Teruel;Teruel;2;44
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;44003077;LAS VIÑAS;Teruel;Teruel;2;31
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;44003156;VICTORIA DÍEZ;Teruel;Teruel;1;12
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;44003171;LA PURÍSIMA Y SANTOS MÁRTIRES;Teruel;Teruel;1;13
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50000151;NTRA. SRA DEL CASTILLO;Zaragoza;Alagón;1;17
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50000862;SANTA ANA;Zaragoza;Borja;1;6
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50001121;SANTA ANA;Zaragoza;Calatayud;2;44
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50001362;SANTA ANA;Zaragoza;Caspe;1;16
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50001799;NTRA. SRA. DE LAS MERCEDES;Zaragoza;Ejea de los Caballeros;1;24
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50003838;SANTA MARÍA DE LA ESPERANZA;Zaragoza;Pina de Ebro;0;4
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50004570;SAGRADA FAMILIA;Zaragoza;Tarazona;1;15
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50004594;NTRA. SRA. DEL PILAR;Zaragoza;Tarazona;1;19
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50005513;SAGRADA FAMILIA;Zaragoza;Zaragoza;2;23
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50005537;MADRE MARÍA ROSA MOLAS;Zaragoza;Zaragoza;3;66
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50005781;LA CONCEPCIÓN;Zaragoza;Zaragoza;1;14
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50005823;CONDES DE ARAGÓN;Zaragoza;Venta del Olivar;2;43
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006463;LA ANUNCIATA;Zaragoza;Zaragoza;1;21
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006529;EL BUEN PASTOR;Zaragoza;Zaragoza;2;48
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006542;CALASANCIO;Zaragoza;Zaragoza;1;22
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006554;CALASANZ;Zaragoza;Zaragoza;2;42
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006566;CARDENAL XAVIERRE;Zaragoza;Zaragoza;2;47
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006578;CANTÍN Y GAMBOA;Zaragoza;Zaragoza;1;17
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006581;COLEGIO MONTESSORI;Zaragoza;Zaragoza;2;44
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006633;COMPAÑÍA DE MARÍA;Zaragoza;Zaragoza;3;69
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006669;CRISTO REY;Zaragoza;Zaragoza;4;77
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006700;DON BOSCO;Zaragoza;Zaragoza;1;20
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006751;ESCUELAS PÍAS;Zaragoza;Zaragoza;3;52
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006761;ESCOLAPIAS SANTA ENGRACIA;Zaragoza;Zaragoza;0;13
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006797;PADRE ENRIQUE DE OSSÓ;Zaragoza;Zaragoza;2;41
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006803;MARÍA INMACULADA;Zaragoza;Zaragoza;2;42
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006840;HIJAS DE SAN JOSÉ;Zaragoza;Zaragoza;3;62
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006888;INMACULADA CONCEPCIÓN;Zaragoza;Zaragoza;1;21
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007017;MARÍA AUXILIADORA;Zaragoza;Zaragoza;2;36
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007042;LA MILAGROSA;Zaragoza;Zaragoza;1;17
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007078;AGUSTÍN GERICÓ;Zaragoza;Zaragoza;2;39
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007133;NTRA. SRA. DEL CARMEN;Zaragoza;Zaragoza;3;66
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007157;NTRA. SRA. DEL CARMEN Y SAN JOSÉ;Zaragoza;Zaragoza;1;22
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007194;NTRA. SRA. DE LA MERCED;Zaragoza;Zaragoza;1;18
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007236;SALESIANO NTRA. SRA.DEL PILAR;Zaragoza;Zaragoza;2;40
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007248;TERESIANO DEL PILAR;Zaragoza;Zaragoza;3;57
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007327;EL PILAR-MARISTAS;Zaragoza;Zaragoza;3;57
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007352;POMPILIANO;Zaragoza;Zaragoza;2;44
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007388;LA PURÍSIMA Y SAN ANTONIO;Zaragoza;Zaragoza;1;18
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007421;SAGRADO CORAZÓN;Zaragoza;Zaragoza;3;66
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007431;SAGRADO CORAZÓN DE JESÚS;Zaragoza;Zaragoza;4;76
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007479;LA SALLE MONTEMOLÍN;Zaragoza;Zaragoza;3;60
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007509;SAN AGUSTÍN;Zaragoza;Zaragoza;3;66
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007534;SAN ANTONIO DE PADUA;Zaragoza;Zaragoza;2;46
Educación Infantil;1;;Educación Infantil;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007728;SAN VICENTE DE PAÚL;Zaragoza;Zaragoza;2;29
