CE;Cód. RCD Centro;Enseñanza (agrupada);Enseñanza (estatal);Enseñanza;Modalidad;Curso;Sexo;Edad;Nº Alumnos
2017/2018;44003247;BACH;Bachillerato;Bachillerato (diurno);Ciencias Sociales;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;18 Años;1
2017/2018;44003247;BACH;Bachillerato;Bachillerato (diurno);Ciencias Sociales;Segundo de Bachillerato L.O.G.S.E. (diurno);Mujer;17 Años;4
2017/2018;44003247;BACH;Bachillerato;Bachillerato (diurno);Ciencias Sociales;Segundo de Bachillerato L.O.G.S.E. (diurno);Mujer;18 Años;2
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en emergencias y protección civil;Total;1º de C. Formativos Grado Medio / (presencial);Hombre;17 Años;5
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en emergencias y protección civil;Total;1º de C. Formativos Grado Medio / (presencial);Hombre;18 Años;5
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en emergencias y protección civil;Total;1º de C. Formativos Grado Medio / (presencial);Hombre;19 Años;1
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en emergencias y protección civil;Total;1º de C. Formativos Grado Medio / (presencial);Hombre;21 Años;2
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en emergencias y protección civil;Total;1º de C. Formativos Grado Medio / (presencial);Hombre;23 Años;1
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en emergencias y protección civil;Total;1º de C. Formativos Grado Medio / (presencial);Hombre;24 Años;1
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en emergencias y protección civil;Total;1º de C. Formativos Grado Medio / (presencial);Hombre;30 a 39 Años;1
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en emergencias y protección civil;Total;1º de C. Formativos Grado Medio / (presencial);Mujer;19 Años;1
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en emergencias y protección civil;Total;1º de C. Formativos Grado Medio / (presencial);Mujer;24 Años;1
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en emergencias y protección civil;Total;2º de C. Formativos Grado Medio / (presencial ) completo;Hombre;17 Años;2
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en emergencias y protección civil;Total;2º de C. Formativos Grado Medio / (presencial ) completo;Hombre;18 Años;3
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en emergencias y protección civil;Total;2º de C. Formativos Grado Medio / (presencial ) completo;Hombre;19 Años;5
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en emergencias y protección civil;Total;2º de C. Formativos Grado Medio / (presencial ) completo;Hombre;21 Años;2
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en emergencias y protección civil;Total;2º de C. Formativos Grado Medio / (presencial ) completo;Hombre;23 Años;1
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en emergencias y protección civil;Total;2º de C. Formativos Grado Medio / (presencial ) completo;Hombre;25 a 29 Años;2
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en emergencias y protección civil;Total;2º de C. Formativos Grado Medio / (presencial ) completo;Hombre;30 a 39 Años;3
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en emergencias y protección civil;Total;2º de C. Formativos Grado Medio / (presencial ) completo;Mujer;20 Años;1
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en carpintería y mueble;Total;1º de C. Formativos Grado Medio / (presencial);Hombre;17 Años;5
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en carpintería y mueble;Total;1º de C. Formativos Grado Medio / (presencial);Hombre;18 Años;2
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en carpintería y mueble;Total;1º de C. Formativos Grado Medio / (presencial);Hombre;21 Años;1
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en carpintería y mueble;Total;1º de C. Formativos Grado Medio / (presencial);Hombre;23 Años;1
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en Instalación y amueblamiento;Total;2º de C. Formativos Grado Medio / (presencial ) completo;Hombre;18 Años;2
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en Instalación y amueblamiento;Total;2º de C. Formativos Grado Medio / (presencial ) completo;Hombre;19 Años;3
2017/2018;44003247;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en Instalación y amueblamiento;Total;2º de C. Formativos Grado Medio / (presencial ) completo;Hombre;21 Años;1
2017/2018;44003247;CFGS;Ciclos Formativos F.P. de Grado Superior;CFGS Animación de Actividades Físicas y/o Deportivas;Total;1º de C. Formativos Grado Superior (presencial);Hombre;18 Años;5
2017/2018;44003247;CFGS;Ciclos Formativos F.P. de Grado Superior;CFGS Animación de Actividades Físicas y/o Deportivas;Total;1º de C. Formativos Grado Superior (presencial);Hombre;19 Años;6
2017/2018;44003247;CFGS;Ciclos Formativos F.P. de Grado Superior;CFGS Animación de Actividades Físicas y/o Deportivas;Total;1º de C. Formativos Grado Superior (presencial);Hombre;21 Años;2
2017/2018;44003247;CFGS;Ciclos Formativos F.P. de Grado Superior;CFGS Animación de Actividades Físicas y/o Deportivas;Total;1º de C. Formativos Grado Superior (presencial);Hombre;22 Años;1
2017/2018;44003247;CFGS;Ciclos Formativos F.P. de Grado Superior;CFGS Animación de Actividades Físicas y/o Deportivas;Total;1º de C. Formativos Grado Superior (presencial);Hombre;23 Años;1
2017/2018;44003247;CFGS;Ciclos Formativos F.P. de Grado Superior;CFGS Animación de Actividades Físicas y/o Deportivas;Total;1º de C. Formativos Grado Superior (presencial);Hombre;24 Años;1
2017/2018;44003247;CFGS;Ciclos Formativos F.P. de Grado Superior;CFGS Animación de Actividades Físicas y/o Deportivas;Total;1º de C. Formativos Grado Superior (presencial);Hombre;30 a 39 Años;1
2017/2018;44003247;CFGS;Ciclos Formativos F.P. de Grado Superior;CFGS Animación de Actividades Físicas y/o Deportivas;Total;1º de C. Formativos Grado Superior (presencial);Mujer;18 Años;2
2017/2018;44003247;CFGS;Ciclos Formativos F.P. de Grado Superior;CFGS Animación de Actividades Físicas y/o Deportivas;Total;1º de C. Formativos Grado Superior (presencial);Mujer;19 Años;2
2017/2018;44003247;CFGS;Ciclos Formativos F.P. de Grado Superior;CFGS Animación de Actividades Físicas y/o Deportivas;Total;1º de C. Formativos Grado Superior (presencial);Mujer;20 Años;1
2017/2018;44003247;CFGS;Ciclos Formativos F.P. de Grado Superior;CFGS Animación de Actividades Físicas y/o Deportivas;Total;1º de C. Formativos Grado Superior (presencial);Mujer;21 Años;2
2017/2018;44003247;CFGS;Ciclos Formativos F.P. de Grado Superior;CFGS Animación de Actividades Físicas y/o Deportivas;Total;1º de C. Formativos Grado Superior (presencial);Mujer;22 Años;1
2017/2018;44003247;CFGS;Ciclos Formativos F.P. de Grado Superior;CFGS Animación de Actividades Físicas y/o Deportivas;Total;1º de C. Formativos Grado Superior (presencial);Mujer;23 Años;1
2017/2018;44003247;CFGS;Ciclos Formativos F.P. de Grado Superior;CFGS Animación de Actividades Físicas y/o Deportivas;Total;2º completo de C. Formativos Grado Superior (presencial);Hombre;19 Años;3
2017/2018;44003247;CFGS;Ciclos Formativos F.P. de Grado Superior;CFGS Animación de Actividades Físicas y/o Deportivas;Total;2º completo de C. Formativos Grado Superior (presencial);Hombre;20 Años;9
2017/2018;44003247;CFGS;Ciclos Formativos F.P. de Grado Superior;CFGS Animación de Actividades Físicas y/o Deportivas;Total;2º completo de C. Formativos Grado Superior (presencial);Hombre;21 Años;5
2017/2018;44003247;CFGS;Ciclos Formativos F.P. de Grado Superior;CFGS Animación de Actividades Físicas y/o Deportivas;Total;2º completo de C. Formativos Grado Superior (presencial);Hombre;22 Años;3
2017/2018;44003247;CFGS;Ciclos Formativos F.P. de Grado Superior;CFGS Animación de Actividades Físicas y/o Deportivas;Total;2º completo de C. Formativos Grado Superior (presencial);Hombre;23 Años;1
2017/2018;44003247;CFGS;Ciclos Formativos F.P. de Grado Superior;CFGS Animación de Actividades Físicas y/o Deportivas;Total;2º completo de C. Formativos Grado Superior (presencial);Hombre;25 a 29 Años;2
2017/2018;44003247;CFGS;Ciclos Formativos F.P. de Grado Superior;CFGS Animación de Actividades Físicas y/o Deportivas;Total;2º completo de C. Formativos Grado Superior (presencial);Mujer;21 Años;1
2017/2018;44003247;CFGS;Ciclos Formativos F.P. de Grado Superior;CFGS Animación de Actividades Físicas y/o Deportivas;Total;2º completo de C. Formativos Grado Superior (presencial);Mujer;25 a 29 Años;1
2017/2018;44003247;CFGS;Ciclos Formativos F.P. de Grado Superior;CFGS Animación de Actividades Físicas y/o Deportivas;Total;2º sólo F.C.T. de C. Formativos Grado Superior (presencial);Hombre;21 Años;1
2017/2018;44003247;CFGS;Ciclos Formativos F.P. de Grado Superior;CFGS Animación de Actividades Físicas y/o Deportivas;Total;2º sólo F.C.T. de C. Formativos Grado Superior (presencial);Hombre;22 Años;2
2017/2018;44003247;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en coordinación de emergencias y protección civil;Total;1º de C. Formativos Grado Superior (presencial);Hombre;18 Años;3
2017/2018;44003247;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en coordinación de emergencias y protección civil;Total;1º de C. Formativos Grado Superior (presencial);Hombre;19 Años;2
2017/2018;44003247;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en coordinación de emergencias y protección civil;Total;1º de C. Formativos Grado Superior (presencial);Hombre;20 Años;2
2017/2018;44003247;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en coordinación de emergencias y protección civil;Total;1º de C. Formativos Grado Superior (presencial);Hombre;21 Años;1
2017/2018;44003247;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en coordinación de emergencias y protección civil;Total;1º de C. Formativos Grado Superior (presencial);Hombre;23 Años;1
2017/2018;44003247;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en coordinación de emergencias y protección civil;Total;1º de C. Formativos Grado Superior (presencial);Hombre;25 a 29 Años;3
2017/2018;44003247;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en coordinación de emergencias y protección civil;Total;1º de C. Formativos Grado Superior (presencial);Hombre;30 a 39 Años;4
2017/2018;44003247;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en coordinación de emergencias y protección civil;Total;1º de C. Formativos Grado Superior (presencial);Mujer;19 Años;1
2017/2018;44003247;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en coordinación de emergencias y protección civil;Total;1º de C. Formativos Grado Superior (presencial);Mujer;30 a 39 Años;2
2017/2018;44003247;DEPORTIVAS;Enseñanzas Deportivas Grado Medio;Técnico deportivo en fútbol;Total;Primer nivel Enseñanzas Deportivas Grado Medio;Hombre;19 Años;1
2017/2018;44003247;DEPORTIVAS;Enseñanzas Deportivas Grado Medio;Técnico deportivo en fútbol;Total;Primer nivel Enseñanzas Deportivas Grado Medio;Hombre;20 Años;1
2017/2018;44003247;DEPORTIVAS;Enseñanzas Deportivas Grado Medio;Técnico deportivo en fútbol;Total;Primer nivel Enseñanzas Deportivas Grado Medio;Hombre;21 Años;1
2017/2018;44003247;DEPORTIVAS;Enseñanzas Deportivas Grado Medio;Técnico deportivo en fútbol;Total;Primer nivel Enseñanzas Deportivas Grado Medio;Hombre;22 Años;1
2017/2018;44003247;DEPORTIVAS;Enseñanzas Deportivas Grado Medio;Técnico deportivo en fútbol;Total;Primer nivel Enseñanzas Deportivas Grado Medio;Hombre;23 Años;2
2017/2018;44003247;DEPORTIVAS;Enseñanzas Deportivas Grado Medio;Técnico deportivo en fútbol;Total;Primer nivel Enseñanzas Deportivas Grado Medio;Hombre;30 a 39 Años;1
2017/2018;44003247;DEPORTIVAS;Enseñanzas Deportivas Grado Medio;Técnico deportivo en fútbol;Total;Primer nivel Enseñanzas Deportivas Grado Medio;Mujer;18 Años;1
2017/2018;44003247;DEPORTIVAS;Enseñanzas Deportivas Grado Medio;Técnico deportivo en fútbol;Total;Primer nivel Enseñanzas Deportivas Grado Medio;Mujer;19 Años;1
2017/2018;44003247;DEPORTIVAS;Enseñanzas Deportivas Grado Medio;Técnico deportivo en fútbol;Total;Segundo nivel de las Enseñanzas Deportivas de Grado Medio;Hombre;25 a 29 Años;1
2017/2018;44003247;DEPORTIVAS;Enseñanzas Deportivas Grado Medio;Técnico deportivo en fútbol;Total;Segundo nivel de las Enseñanzas Deportivas de Grado Medio;Hombre;30 a 39 Años;3
2017/2018;44003247;DEPORTIVAS;Enseñanzas Deportivas Grado Superior;Técnico deportivo superior en fútbol;Total;Total;Hombre;22 Años;2
2017/2018;44003247;DEPORTIVAS;Enseñanzas Deportivas Grado Superior;Técnico deportivo superior en fútbol;Total;Total;Hombre;24 Años;1
2017/2018;44003247;DEPORTIVAS;Enseñanzas Deportivas Grado Superior;Técnico deportivo superior en fútbol;Total;Total;Hombre;25 a 29 Años;1
2017/2018;44003247;DEPORTIVAS;Enseñanzas Deportivas Grado Superior;Técnico deportivo superior en fútbol;Total;Total;Hombre;30 a 39 Años;6
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Hombre;12 Años;28
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Hombre;13 Años;9
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Hombre;14 Años;2
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Hombre;15 Años;1
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Mujer;12 Años;29
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Mujer;13 Años;11
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Mujer;14 Años;3
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Total;2º ESO;Hombre;13 Años;34
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Total;2º ESO;Hombre;14 Años;8
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Total;2º ESO;Hombre;15 Años;3
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Total;2º ESO;Mujer;13 Años;19
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Total;2º ESO;Mujer;14 Años;13
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Total;2º ESO;Mujer;15 Años;2
2017/2018;44003247;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;13 Años;34
2017/2018;44003247;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;14 Años;7
2017/2018;44003247;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;15 Años;1
2017/2018;44003247;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;13 Años;19
2017/2018;44003247;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;14 Años;8
2017/2018;44003247;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;15 Años;1
2017/2018;44003247;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;14 Años;26
2017/2018;44003247;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;15 Años;10
2017/2018;44003247;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;16 Años;1
2017/2018;44003247;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;17 Años;1
2017/2018;44003247;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Mujer;14 Años;31
2017/2018;44003247;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Mujer;15 Años;13
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;14 Años;1
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;15 Años;2
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;14 Años;5
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;15 Años;1
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;15 Años;5
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;16 Años;2
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Mujer;15 Años;4
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Hombre;15 Años;17
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Hombre;16 Años;9
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Mujer;15 Años;26
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Mujer;16 Años;7
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Mujer;17 Años;1
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Opción de enseñanzas aplicadas;Cuarto de E.S.O.;Hombre;15 Años;1
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Opción de enseñanzas aplicadas;Cuarto de E.S.O.;Hombre;16 Años;5
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Opción de enseñanzas aplicadas;Cuarto de E.S.O.;Hombre;17 Años;2
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Opción de enseñanzas aplicadas;Cuarto de E.S.O.;Hombre;18 Años;1
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Opción de enseñanzas aplicadas;Cuarto de E.S.O.;Mujer;15 Años;1
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Opción de enseñanzas aplicadas;Cuarto de E.S.O.;Mujer;16 Años;1
2017/2018;44003247;ESO;E.S.O.;E.S.O.;Opción de enseñanzas aplicadas;Cuarto de E.S.O.;Mujer;17 Años;3
2017/2018;44003247;FPB;Ciclos Formativos F.P. Básica;CFPB Carpintería y Mueble;Total;1º CFPB;Hombre;15 Años;4
2017/2018;44003247;FPB;Ciclos Formativos F.P. Básica;CFPB Carpintería y Mueble;Total;1º CFPB;Hombre;16 Años;4
2017/2018;44003247;FPB;Ciclos Formativos F.P. Básica;CFPB Carpintería y Mueble;Total;1º CFPB;Hombre;18 Años;1
2017/2018;44003247;FPB;Ciclos Formativos F.P. Básica;CFPB Carpintería y Mueble;Total;2º de Ciclos de Formación Profesional Básica;Hombre;16 Años;2
2017/2018;44003247;FPB;Ciclos Formativos F.P. Básica;CFPB Carpintería y Mueble;Total;2º de Ciclos de Formación Profesional Básica;Hombre;17 Años;2
2017/2018;44003259;ESP;Educación Especial;Educación Especial;E. Infantil (EE);Total;Hombre;4 Años;2
2017/2018;44003259;ESP;Educación Especial;Educación Especial;E. Infantil (EE);Total;Mujer;5 Años;1
2017/2018;44003259;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Hombre;6 Años;1
2017/2018;44003259;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Hombre;7 Años;1
2017/2018;44003259;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Hombre;8 Años;3
2017/2018;44003259;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Hombre;9 Años;1
2017/2018;44003259;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Hombre;11 Años;2
2017/2018;44003259;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Hombre;13 Años;3
2017/2018;44003259;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Hombre;14 Años;1
2017/2018;44003259;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Hombre;15 Años;4
2017/2018;44003259;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Hombre;17 Años;4
2017/2018;44003259;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Mujer;8 Años;1
2017/2018;44003259;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Mujer;9 Años;1
2017/2018;44003259;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Mujer;11 Años;1
2017/2018;44003259;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Mujer;12 Años;1
2017/2018;44003259;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Mujer;14 Años;1
2017/2018;44003259;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Mujer;15 Años;5
2017/2018;44003259;ESP;Educación Especial;Educación Especial;E. Básica (EE);Total;Mujer;16 Años;1
2017/2018;44003259;ESP;Educación Especial;Educación Especial;Transición a la vida adulta;Total;Hombre;19 Años;1
2017/2018;44003259;ESP;Educación Especial;Educación Especial;Transición a la vida adulta;Total;Hombre;20 Años;2
2017/2018;44003259;ESP;Educación Especial;Educación Especial;Transición a la vida adulta;Total;Mujer;19 Años;3
2017/2018;44003259;ESP;Educación Especial;Educación Especial;Transición a la vida adulta;Total;Mujer;20 Años;1
2017/2018;44003259;OPF;Otros Programas Formativos de FP - EE;Otros Programas Formativos de FP - EE;Total;Total;Hombre;17 Años;1
2017/2018;44003259;OPF;Otros Programas Formativos de FP - EE;Otros Programas Formativos de FP - EE;Total;Total;Hombre;19 Años;2
2017/2018;44003259;OPF;Otros Programas Formativos de FP - EE;Otros Programas Formativos de FP - EE;Total;Total;Hombre;21 Años;3
2017/2018;44003259;OPF;Otros Programas Formativos de FP - EE;Otros Programas Formativos de FP - EE;Total;Total;Mujer;18 Años;1
2017/2018;44003259;OPF;Otros Programas Formativos de FP - EE;Otros Programas Formativos de FP - EE;Total;Total;Mujer;20 Años;1
2017/2018;44003272;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;28
2017/2018;44003272;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;37
2017/2018;44003272;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;33
2017/2018;44003272;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;24
2017/2018;44003272;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;27
2017/2018;44003272;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;26
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Hombre;6 Años;28
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Mujer;6 Años;38
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Hombre;7 Años;32
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Hombre;8 Años;3
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Mujer;7 Años;39
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Mujer;8 Años;2
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Hombre;8 Años;32
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Hombre;9 Años;2
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Mujer;8 Años;24
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Mujer;9 Años;2
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Hombre;9 Años;28
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Hombre;10 Años;4
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Mujer;9 Años;21
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Mujer;10 Años;5
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Mujer;11 Años;1
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Hombre;10 Años;36
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Hombre;11 Años;5
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Hombre;12 Años;1
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Mujer;10 Años;26
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Mujer;11 Años;5
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Hombre;11 Años;29
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Hombre;12 Años;7
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Hombre;13 Años;2
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Mujer;11 Años;28
2017/2018;44003272;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Mujer;12 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Medio;CGM APyD Asistencia al Producto Gráfico Impreso LOE;Total;Primero de Ciclos Formativos de Artes Pláticas y Diseño Grado Medio;Hombre;17 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Medio;CGM APyD Asistencia al Producto Gráfico Impreso LOE;Total;Primero de Ciclos Formativos de Artes Pláticas y Diseño Grado Medio;Hombre;18 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Medio;CGM APyD Asistencia al Producto Gráfico Impreso LOE;Total;Primero de Ciclos Formativos de Artes Pláticas y Diseño Grado Medio;Hombre;20 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Medio;CGM APyD Asistencia al Producto Gráfico Impreso LOE;Total;Primero de Ciclos Formativos de Artes Pláticas y Diseño Grado Medio;Hombre;22 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Medio;CGM APyD Asistencia al Producto Gráfico Impreso LOE;Total;Primero de Ciclos Formativos de Artes Pláticas y Diseño Grado Medio;Mujer;17 Años;2
