CE;Naturaleza;Denom. Genérica Centro;Cód. RCD Centro;Centro;Domicilio;Cód. Postal;Provincia;Municipio;Nº Alumnos
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007479;LA SALLE MONTEMOLÍN;Cl. José Galiay, 11;50008;Zaragoza;Zaragoza;1.170
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007509;SAN AGUSTÍN;Cami. De Las Torres, 79-89;50008;Zaragoza;Zaragoza;1.444
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007534;SAN ANTONIO DE PADUA;Cl. Fray Julián Garás, 1;50006;Zaragoza;Zaragoza;789
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007728;SAN VICENTE DE PAÚL;Cl. San Vicente De Paúl, 31;50001;Zaragoza;Zaragoza;843
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007731;SANTA ANA;P.º Del Canal, 135;50007;Zaragoza;Zaragoza;1.233
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007777;SANTA MAGDALENA SOFÍA;Cl. Sagitario, 5;50012;Zaragoza;Zaragoza;790
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007789;SANTA MARÍA DEL PILAR;P.º Reyes De Aragón, 5-7;50012;Zaragoza;Zaragoza;2.191
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007790;SANTA MARÍA REINA;CL. Santa María Reina, 2;50009;Zaragoza;Zaragoza;398
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007807;SANTA ROSA;Cl. Azoque, 33;50004;Zaragoza;Zaragoza;815
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007856;OBRA DIOCESANA SANTO DOMINGO DE SILOS;Cl. Amistad, 6;50002;Zaragoza;Zaragoza;2.786
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007996;VILLA CRUZ;Cl. Venecia, 12-16;50007;Zaragoza;Zaragoza;368
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50008034;BAJO ARAGÓN;Cl. Padre Chaminade, 6;50013;Zaragoza;Zaragoza;815
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50008332;ROMAREDA;Cl. Pedro Iv El Ceremonioso, 1;50009;Zaragoza;Zaragoza;1.534
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50008617;SAN GABRIEL;Cl. San Gabriel, S/N;50800;Zaragoza;Zuera;608
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50008976;ANTONIO MACHADO;AUTOVÍA DE LOGROÑO, KM. 7200;50011;Zaragoza;Zaragoza;413
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50009361;JUAN DE LANUZA;Ctra. del Aeropuerto, 275;50011;Zaragoza;Zaragoza;860
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50010272;EL SALVADOR;Cl. Padre Arrupe, 13;50009;Zaragoza;Zaragoza;2.384
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50011057;LA ALFRANCA;Avda. De Movera, 147;50194;Zaragoza;Zaragoza;320
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50011100;SAGRADO CORAZÓN-MONCAYO;Juan Pablo II, 58;50009;Zaragoza;Zaragoza;1.233
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50019378;INTERNACIONAL ÁNFORA;Calle Pirineos, s/n;50410;Zaragoza;Cuarte de Huerva;534
2019/2020;Centro privado;Centro Privado de Educación Primaria y Secundaria;50007066;MONTEARAGÓN;P.º Reyes De Aragón, 21;50009;Zaragoza;Zaragoza;627
2019/2020;Centro privado;Centro Docente Privado Extranjero en España;50006736;LYCÉE FRANÇAIS MOLIÈRE;Cl. Manuel Marraco Ramón, 8;50018;Zaragoza;Zaragoza;1.468
2019/2020;Centro privado;Centro Privado Autorizado Superior de Diseño;50017059;CENTRO DE DISEÑO HACER CREATIVO;Avda. Ranillas 5D planta baja;50018;Zaragoza;Zaragoza;65
2019/2020;Centro privado;Centro Privado Autorizado Elemental de Música;50010454;ADAGIO;Cl. Residencial Paraíso, 5 - Bajos;50008;Zaragoza;Zaragoza;2
2019/2020;Centro privado;Centro Privado Autorizado Elemental de Música;50010910;SANTA CECILIA;Cl. Manuel Lasala Valdés, 6;50006;Zaragoza;Zaragoza;39
2019/2020;Centro privado;Centro Privado Autorizado Elemental de Música;50011641;ANGEL MINGOTE;Cl. Andador De Los Hudies, 6-E, Bajos;50009;Zaragoza;Zaragoza;2
2019/2020;Centro privado;Centro Privado Autorizado Elemental de Música;50011653;RUBINSTEIN;Cl. Barcelona, 17;50017;Zaragoza;Zaragoza;43
2019/2020;Centro privado;Centro Privado Autorizado Elemental de Música;50017047;ACTUR;Cl. Poeta León Felipe, 19-21;50018;Zaragoza;Zaragoza;8
2019/2020;Centro privado;Centro Privado Autorizado Profesional de Música;22010921;BRAVO ESPACIO DE MÚSICA;CL. José Castán Tobeñas, 52, L-1;22005;Huesca;Huesca;270
2019/2020;Centro privado;Centro Privado Autorizado Profesional de Música;50011604;CITTÁ DI ROMA;Cl. Pablo Remacha, 13;50013;Zaragoza;Zaragoza;36
2019/2020;Centro privado;Centro Privado Autorizado Profesional de Música;50019810;ACAMUSICA;C/ Poeta León Felipe, 19-21;50018;Zaragoza;Zaragoza;3
2019/2020;Centro privado;Escuela Privada de Música;50011598;SANTA MARÍA;Cl. Pedro Joaquín Soler, 8;50001;Zaragoza;Zaragoza;155
2019/2020;Centro privado;Escuela Privada de Música;50017400;PABLO NASSARRE;Cl. Maestro Estremiana, 6;50006;Zaragoza;Zaragoza;85
2019/2020;Centro privado;Escuela Privada de Música;50017591;ENCLAVE DE AR-T;CL. PREVISIÓN SOCIAL, 18, LOCAL;50008;Zaragoza;Zaragoza;196
2019/2020;Centro privado;Escuela Privada de Música;50018222;LA PAZ;CL. OVIEDO, 181;50007;Zaragoza;Zaragoza;148
2019/2020;Centro privado;Escuela Privada de Música y Danza;44010707;LAS TORRES;PZA. LOS AMANTES, S/N;44001;Teruel;Teruel;70
2019/2020;Centro privado;Escuela Privada de Música y Danza;50017023;ALMOZARA;Avda. Puerta Sancho, 14;50003;Zaragoza;Zaragoza;86
2019/2020;Centro privado;Escuela Privada de Música y Danza;50017060;FEDERICO CHOPÍN;Urb. Parque Roma, Local 12-B;50010;Zaragoza;Zaragoza;108
2019/2020;Centro privado;Escuela Privada de Música y Danza;50018155;MOLINER;CL. MARÍA MOLINER, 20;50007;Zaragoza;Zaragoza;66
2019/2020;Centro privado;Centro Privado Autorizado de Enseñanzas Deportivas;22010098;ESCUELA ESPAÑOLA DE ESQUÍ;Ctra. De Francia, S/N;22889;Huesca;Aisa;52
2019/2020;Centro privado;Centro Privado Autorizado de Enseñanzas Deportivas;22010165;ESCUELA DE MONTAÑA DE BENASQUE;Cl. Campalet, S/N;22440;Huesca;Benasque;70
2019/2020;Centro privado;Centro Privado Autorizado de Enseñanzas Deportivas;22010384;ESCUELA DE MONTAÑA DE ALQUÉZAR;CL. SAN GREGORIO, 30;22145;Huesca;Alquézar;46
2019/2020;Centro privado;Centro Privado Autorizado de Enseñanzas Deportivas;22010888;International Coaches Education;Cl. Del Parque, 15;22003;Huesca;Huesca;30
2019/2020;Centro privado;Centro Privado Autorizado de Enseñanzas Deportivas;44010781;ARAMÓN JAVALAMBRE-VALDELINARES FORMACIÓN;Avenida America, 18, bajo;44001;Teruel;Teruel;44
2019/2020;Centro privado;Centro Privado Autorizado de Enseñanzas Deportivas;50017761;CENTRO NACIONAL DE ESTUDIOS DE TÉCNICOS DEPORTIVOS (CENETED). ESPECIALIDAD FÚTBOL;Cl. Padre Arrupe, 13;50637;Zaragoza;Remolinos;106
2019/2020;Centro privado;Centro Privado Autorizado de Enseñanzas Deportivas;50019275;CENTRO DE ENSEÑANZAS DEPORTIVAS-ENTEDE;Cl. Tomás Anzano, 1;50012;Zaragoza;Zaragoza;58
2019/2020;Centro privado;Centro Privado Autorizado de Enseñanzas Deportivas;50019561;PARQUE DEL AGUA;Padre Arrupe,13;50009;Zaragoza;Zaragoza;28
2019/2020;Centro privado;Centro Privado Integrado de Formación Profesional;50007492;LA SALLE-SANTO ANGEL;Cl. Tomás Anzano,1;50012;Zaragoza;Zaragoza;429
2019/2020;Centro privado;Centro Autorizado de Enseñanzas Artísticas Profesionales de Música;50019512;MODERNO SANTA MARÍA;C/ Pedro Joaquín Soler, locales 8 y 20;50001;Zaragoza;Zaragoza;14
